species,longitude,latitude,reference
Rhododendron arboreum,76.04516667,32.47578333,Barman2023
Rhododendron arboreum,76.051,32.54755,Barman2023
Rhododendron arboreum,78.84611111,30.14638889,Chauhan2021
Rhododendron arboreum,78.86305556,30.1675,Chauhan2021
Rhododendron arboreum,79.06472222,30.34333333,Chauhan2021
Rhododendron arboreum,79.09361111,30.3525,Chauhan2021
Rhododendron arboreum,78.36166667,30.40166667,Chauhan2021
Rhododendron arboreum,78.41805556,30.30361111,Chauhan2021
Rhododendron arboreum,79.18138889,30.19305556,Chauhan2021
Rhododendron arboreum,79.21083333,30.20805556,Chauhan2021
Rhododendron arboreum,80.00148056,29.29613889,Joshi2023
Rhododendron arboreum,79.51683,29.41482,Mamgain2018
Rhododendron arboreum,79.5513,29.41912,Mamgain2018
Rhododendron arboreum,79.65207,29.47102,Mamgain2018
Rhododendron arboreum,79.4547,29.35553,Mamgain2018
Rhododendron arboreum,79.44683,29.40625,Mamgain2018
Rhododendron arboreum,79.37977,29.47778,Mamgain2018
Rhododendron arboreum,79.52055,29.38303,Mamgain2018
Rhododendron arboreum,79.40735,29.46122,Mamgain2018
Rhododendron arboreum,79.61908,29.32382,Mamgain2018
Rhododendron arboreum,79.44077,29.41089,Mamgain2018
Rhododendron arboreum,79.43965,29.40298,Mamgain2018
Rhododendron arboreum,79.75372,29.70737,Mamgain2018
Rhododendron arboreum,79.82075,29.66212,Mamgain2018
Rhododendron arboreum,79.83718,29.57097,Mamgain2018
Rhododendron arboreum,79.5513,29.59063,Mamgain2018
Rhododendron arboreum,79.47165,29.83572,Mamgain2018
Rhododendron arboreum,79.45012,29.60895,Mamgain2018
Rhododendron arboreum,79.67214,29.62575,Mamgain2018
Rhododendron arboreum,79.44833,29.82306,Mamgain2018
Rhododendron arboreum,79.50663,29.67041,Mamgain2018
Rhododendron arboreum,79.71805,29.55,Mamgain2018
Rhododendron arboreum,79.42607,29.63878,Mamgain2018
Rhododendron arboreum,79.60285,29.83968,Mamgain2018
Rhododendron arboreum,79.99788,30.20002,Mamgain2018
Rhododendron arboreum,80.04003,30.18472,Mamgain2018
Rhododendron arboreum,79.94083,30.1774,Mamgain2018
Rhododendron arboreum,79.92438,30.06935,Mamgain2018
Rhododendron arboreum,80.06937,29.38797,Mamgain2018
Rhododendron arboreum,79.95589,29.28702,Mamgain2018
Rhododendron arboreum,80.24563,29.80405,Mamgain2018
Rhododendron arboreum,80.03315,29.8425,Mamgain2018
Rhododendron arboreum,80.22078,30.05945,Mamgain2018
Rhododendron arboreum,80.3202,29.99205,Mamgain2018
Rhododendron arboreum,80.19866,30.0391,Mamgain2018
Rhododendron arboreum,80.60545,30.1466,Mamgain2018
Rhododendron arboreum,80.2217,30.21476,Mamgain2018
Rhododendron arboreum,80.24666,30.15231,Mamgain2018
Rhododendron arboreum,80.20732,29.80591,Mamgain2018
Rhododendron arboreum,80.01137,29.85538,Mamgain2018
Rhododendron arboreum,80.41612,29.90496,Mamgain2018
Rhododendron arboreum,80.23673,29.52769,Mamgain2018
Rhododendron arboreum,80.28475,29.86953,Mamgain2018
Rhododendron arboreum,80.2871,29.653,Mamgain2018
Rhododendron arboreum,80.03346,29.66079,Mamgain2018
Rhododendron arboreum,80.24102,29.81543,Mamgain2018
Rhododendron arboreum,80.65378,29.96902,Mamgain2018
Rhododendron arboreum,78.87662,29.96177,Mamgain2018
Rhododendron arboreum,78.86737,30.17002,Mamgain2018
Rhododendron arboreum,78.99192,30.01852,Mamgain2018
Rhododendron arboreum,79.04877,30.02117,Mamgain2018
Rhododendron arboreum,79.01488,29.76502,Mamgain2018
Rhododendron arboreum,78.68561,29.84031,Mamgain2018
Rhododendron arboreum,78.76881,30.14897,Mamgain2018
Rhododendron arboreum,78.98725,30.05478,Mamgain2018
Rhododendron arboreum,78.28848,30.40565,Mamgain2018
Rhododendron arboreum,78.24483,30.4211,Mamgain2018
Rhododendron arboreum,78.11652,30.58258,Mamgain2018
Rhododendron arboreum,78.44003,30.57505,Mamgain2018
Rhododendron arboreum,78.81682,30.53335,Mamgain2018
Rhododendron arboreum,78.1412,30.58553,Mamgain2018
Rhododendron arboreum,78.61857,30.30288,Mamgain2018
Rhododendron arboreum,78.66882,30.64238,Mamgain2018
Rhododendron arboreum,78.83412,30.61973,Mamgain2018
Rhododendron arboreum,78.09037,30.46867,Mamgain2018
Rhododendron arboreum,77.86705,30.70068,Mamgain2018
Rhododendron arboreum,78.05377,30.45823,Mamgain2018
Rhododendron arboreum,78.05053,30.46881,Mamgain2018
Rhododendron arboreum,78.48803,30.64453,Mamgain2018
Rhododendron arboreum,78.60455,30.84173,Mamgain2018
Rhododendron arboreum,78.24067,31.0751,Mamgain2018
Rhododendron arboreum,78.4542,30.98882,Mamgain2018
Rhododendron arboreum,78.48447,30.85337,Mamgain2018
Rhododendron arboreum,78.20282,31.04021,Mamgain2018
Rhododendron arboreum,78.12373,30.95075,Mamgain2018
Rhododendron arboreum,79.02628,30.65397,Mamgain2018
Rhododendron arboreum,78.97495,30.63392,Mamgain2018
Rhododendron arboreum,79.14177,30.58897,Mamgain2018
Rhododendron arboreum,79.21643,30.62828,Mamgain2018
Rhododendron arboreum,79.20077,30.48662,Mamgain2018
Rhododendron arboreum,79.04516,30.59024,Mamgain2018
Rhododendron arboreum,79.0251,30.61365,Mamgain2018
Rhododendron arboreum,79.00288,30.61548,Mamgain2018
Rhododendron arboreum,78.99016,30.62309,Mamgain2018
Rhododendron arboreum,78.97267,30.68378,Mamgain2018
Rhododendron arboreum,79.34034,30.46289,Mamgain2018
Rhododendron arboreum,79.56062,30.52928,Mamgain2018
Rhododendron arboreum,79.61523,30.21445,Mamgain2018
Rhododendron arboreum,79.65138,30.20272,Mamgain2018
Rhododendron arboreum,79.19786,30.34483,Mamgain2018
Rhododendron arboreum,79.58536,30.65461,Mamgain2018
Rhododendron arboreum,79.58932,30.70092,Mamgain2018
Rhododendron arboreum,79.71357,30.49462,Mamgain2018
Rhododendron arboreum,79.75243,30.52399,Mamgain2018
Rhododendron arboreum,79.75664,30.54303,Mamgain2018
Rhododendron arboreum,77.4,31.75,Paul2019
Rhododendron arboreum,77.36305556,31.76583333,Sharma2013
Rhododendron arboreum,77.35527778,31.76222222,Sharma2013
Rhododendron arboreum,77.37083333,31.8375,Sharma2013
Rhododendron arboreum,77.31027778,31.80888889,Sharma2013
Rhododendron arboreum,79.92506944,30.15909722,Shekhar2022
Rhododendron arboreum,80.35141667,30.08943056,Shekhar2022
Rhododendron arboreum,79.24163889,30.45319444,Shekhar2022
Rhododendron arboreum,79.56494444,30.52397222,Shekhar2022
Rhododendron arboreum,79.728,30.14288889,Shekhar2022
Rhododendron arboreum,79.30883333,30.4865,Shekhar2022
Rhododendron arboreum,77.91633333,30.78122222,Shekhar2022
Rhododendron arboreum,77.83272222,30.75844444,Shekhar2022
Rhododendron arboreum,77.75567222,30.94284722,Shekhar2022
Rhododendron arboreum,77.94200556,31.07233611,Shekhar2022
Rhododendron arboreum,77.86611944,30.74791111,Shekhar2022
Rhododendron arboreum,79.43557778,29.4063,Shekhar2022
Rhododendron arboreum,79.32799444,29.50275556,Shekhar2022
Rhododendron arboreum,79.10280833,30.05176389,Shekhar2022
Rhododendron arboreum,78.99333056,30.04969167,Shekhar2022
Rhododendron arboreum,80.65511944,29.97948056,Shekhar2022
Rhododendron arboreum,80.648575,30.029925,Shekhar2022
Rhododendron arboreum,78.94639444,30.49469444,Shekhar2022
Rhododendron arboreum,79.20197778,30.486475,Shekhar2022
Rhododendron arboreum,78.93444444,30.63472222,Shekhar2022
Rhododendron arboreum,78.141525,30.58561111,Shekhar2022
Rhododendron arboreum,78.67266667,30.68152778,Shekhar2022
Rhododendron arboreum,78.83944444,30.67439167,Shekhar2022
Rhododendron arboreum,78.21083056,30.75648333,Shekhar2022
Rhododendron arboreum,78.50488889,30.66483333,Shekhar2022
Rhododendron arboreum,78.46011111,30.99516667,Shekhar2022
Rhododendron arboreum,78.66033333,30.84122222,Shekhar2022
Rhododendron arboreum,78.77766667,31.31066667,Singh2016
Rhododendron arboreum,77.41541667,31.82105,Singh2021
Rhododendron arboreum,77.47943333,31.6824,Singh2021
Rhododendron arboreum,78.55905556,30.8265,Tiwari2018
Rhododendron arboreum,78.21891667,30.44063889,Tiwari2018
Rhododendron arboreum,78.47297222,30.14236111,Tiwari2018
Rhododendron arboreum,79.21583333,30.60022222,Tiwari2018
Rhododendron arboreum,78.51466667,30.91752778,Tiwari2018
Rhododendron arboreum,78.83991667,30.55441667,Tiwari2023
Rhododendron arboreum,78.27475,30.40961111,Tiwari2023
Rhododendron arboreum,78.85105556,30.65377778,Tiwari2023
Rhododendron arboreum,78.27902778,30.40016667,Tiwari2023
Rhododendron arboreum,78.58458333,30.81627778,Tiwari2023
Rhododendron arboreum,78.49916667,30.41522222,Tiwari2023
Rhododendron arboreum,78.47297222,30.63744444,Tiwari2023
Rhododendron arboreum,78.56013889,30.45463889,Tiwari2023
Rhododendron arboreum,78.683,30.90436111,Tiwari2023
Rhododendron arboreum,78.84169444,30.59538889,Tiwari2023
Rhododendron arboreum,78.59205556,30.45675,Tiwari2023
Rhododendron arboreum,78.47941667,30.63622222,Tiwari2023
Rhododendron arboreum,78.78369444,30.488,Tiwari2023
Rhododendron arboreum,78.56436111,30.17516667,Tiwari2023
Rhododendron arboreum,78.66130556,30.17516667,Sharma2018
Rhododendron arboreum,78.683,30.79452778,Sharma2018
Rhododendron arboreum,78.668,30.40813889,Sharma2018
Rhododendron arboreum,78.66155556,30.41291667,Sharma2018
Rhododendron arboreum,78.79305556,30.83227778,Sharma2018
Rhododendron barbatum,80.35141667,30.08943056,Shekhar2022
Rhododendron barbatum,79.24163889,30.45319444,Shekhar2022
Rhododendron barbatum,80.21253889,30.06418889,Shekhar2022
Rhododendron campanulatum,80.21253889,30.06418889,Shekhar2022
Rhododendron campanulatum,79.20197778,30.486475,Shekhar2022
Rhododendron campanulatum,78.83944444,30.67439167,Shekhar2022
Rhododendron campanulatum,78.46011111,30.99516667,Shekhar2022
Rhododendron campanulatum,77.45972222,31.75833333,Singh2021
Rhododendron campanulatum,77.49321667,31.71743333,Singh2021
Rhododendron campanulatum,77.49476667,31.71303333,Singh2021
Rhus wallichi,77.37,31.75,Paul2019
Rhus wallichi,77.7,31.36,Paul2019
Ribes glaciale,77.49063333,31.6974,Singh2021
Ribes glaciale,77.48986667,31.69746667,Singh2021
Ribes himalense,77.49476667,31.71303333,Singh2021
Ribes orientale,77.5167,31.65976667,Singh2021
Robinia pseudoacacia,76.0627,32.59623333,Barman2023
Rosa brunonii,77.38416667,31.78027778,Sharma2013
Rosa macrophylla,77.49321667,31.71743333,Singh2021
Rosa sericea,77.49068333,31.69431667,Singh2021
Rosa sericea,77.48986667,31.69746667,Singh2021
Rubus biflorus,77.25833333,32.06138889,Sharma2013
Rubus ellipticus,79.57608333,29.37288889,KumarMukesh2021
Rubus ellipticus,79.5945,29.38236111,KumarMukesh2021
Rubus ellipticus,79.52277778,29.37319444,KumarMukesh2021
Salix acutifolia,77.3825,31.99916667,Sharma2013
Salix daphnoides,76.45,32.76,Paul2019
Salix daphnoides,77.45027778,31.9975,Sharma2013
Sarcococca saligna,77.35555556,31.87777778,Sharma2013
Shorea robusta,79.46125139,29.34672389,Bargali2022
Shorea robusta,79.40130278,29.46306972,Bargali2022
Shorea robusta,79.65217556,29.46564139,Bargali2022
Shorea robusta,79.65273389,29.39512417,Bargali2022
Shorea robusta,79.65471611,29.23717944,Bargali2022
Shorea robusta,79.53938056,29.49164222,Bargali2022
Shorea robusta,79.65471611,29.23717944,Bargali2022
Shorea robusta,79.63745083,29.39074889,Bargali2022
Shorea robusta,79.34104361,29.29838667,Bargali2022
Shorea robusta,79.70686778,29.42063222,Bargali2022
Shorea robusta,79.60410972,29.37789444,Bargali2022
Shorea robusta,79.34104361,29.29838667,Bargali2022
Shorea robusta,79.65683333,30.35,Joshi2022
Shorea robusta,80.01000833,29.50020278,Joshi2023
Shorea robusta,78.0928,30.2508,Kaur2023
Shorea robusta,78.0943,30.249,Kaur2023
Shorea robusta,78.0943,30.2467,Kaur2023
Shorea robusta,78.0943,30.2442,Kaur2023
Shorea robusta,78.097,30.2424,Kaur2023
Shorea robusta,78.0989,30.2412,Kaur2023
Shorea robusta,78.0977,30.2369,Kaur2023
Shorea robusta,78.1011,30.2339,Kaur2023
Shorea robusta,78.1079,30.2312,Kaur2023
Shorea robusta,78.1124,30.229,Kaur2023
Shorea robusta,78.1133,30.2261,Kaur2023
Shorea robusta,78.1198,30.2223,Kaur2023
Shorea robusta,78.1206,30.2188,Kaur2023
Shorea robusta,78.1255,30.2139,Kaur2023
Shorea robusta,78.1239,30.2116,Kaur2023
Shorea robusta,78.1246,30.2047,Kaur2023
Shorea robusta,78.1689,30.1139,Kaur2023
Shorea robusta,78.1696,30.1112,Kaur2023
Shorea robusta,78.1723,30.1091,Kaur2023
Shorea robusta,78.1732,30.1063,Kaur2023
Shorea robusta,78.1767,30.1028,Kaur2023
Shorea robusta,78.1852,30.0913,Kaur2023
Shorea robusta,78.2127,30.0594,Kaur2023
Shorea robusta,78.2052,30.0336,Kaur2023
Shorea robusta,78.2045,30.0264,Kaur2023
Shorea robusta,78.2024,30.0213,Kaur2023
Shorea robusta,78.2004,30.0197,Kaur2023
Shorea robusta,78.1999,30.0167,Kaur2023
Shorea robusta,78.1947,30.0139,Kaur2023
Shorea robusta,78.1938,30.0112,Kaur2023
Shorea robusta,78.1914,30.0099,Kaur2023
Shorea robusta,78.1929,30.0097,Kaur2023
Shorea robusta,78.1897,30.0109,Kaur2023
Shorea robusta,78.1904,30.0126,Kaur2023
Shorea robusta,78.1907,30.0134,Kaur2023
Shorea robusta,78.1883,30.0129,Kaur2023
Shorea robusta,78.1842,30.016,Kaur2023
Shorea robusta,78.1824,30.0169,Kaur2023
Shorea robusta,78.181,30.017,Kaur2023
Shorea robusta,78.187,30.0001,Kaur2023
Shorea robusta,78.181,29.9345,Kaur2023
Shorea robusta,78.1793,29.9337,Kaur2023
Shorea robusta,77.9599,30.2375,Kaur2023
Shorea robusta,77.9647,30.2378,Kaur2023
Shorea robusta,77.9676,30.3949,Kaur2023
Shorea robusta,77.9695,30.2401,Kaur2023
Shorea robusta,77.9698,30.2418,Kaur2023
Shorea robusta,77.9723,30.242,Kaur2023
Shorea robusta,77.9727,30.2442,Kaur2023
Shorea robusta,77.9745,30.2456,Kaur2023
Shorea robusta,77.9759,30.2469,Kaur2023
Shorea robusta,77.9747,30.2474,Kaur2023
Shorea robusta,77.9757,30.2483,Kaur2023
Shorea robusta,77.9753,30.2492,Kaur2023
Shorea robusta,77.9762,30.2496,Kaur2023
Shorea robusta,77.9759,30.2507,Kaur2023
Shorea robusta,77.9767,30.2514,Kaur2023
Shorea robusta,77.9764,30.2525,Kaur2023
Shorea robusta,77.9772,30.2528,Kaur2023
Shorea robusta,77.9767,30.2535,Kaur2023
Shorea robusta,77.9774,30.2547,Kaur2023
Shorea robusta,77.9769,30.2557,Kaur2023
Shorea robusta,77.9777,30.2563,Kaur2023
Shorea robusta,77.9776,30.2578,Kaur2023
Shorea robusta,77.979,30.2579,Kaur2023
Shorea robusta,77.9786,30.2587,Kaur2023
Shorea robusta,77.9786,30.2595,Kaur2023
Shorea robusta,77.9801,30.2598,Kaur2023
Shorea robusta,77.981,30.2605,Kaur2023
Shorea robusta,77.9815,30.2599,Kaur2023
Shorea robusta,77.9823,30.2605,Kaur2023
Shorea robusta,77.9805,30.2613,Kaur2023
Shorea robusta,77.9808,30.2623,Kaur2023
Shorea robusta,77.9969,30.2647,Kaur2023
Shorea robusta,77.996,30.2626,Kaur2023
Shorea robusta,77.9931,30.2597,Kaur2023
Shorea robusta,77.9942,30.2566,Kaur2023
Shorea robusta,77.9993,30.2552,Kaur2023
Shorea robusta,77.8836,30.3492,Kaur2023
Shorea robusta,77.8827,30.3472,Kaur2023
Shorea robusta,77.8748,30.3477,Kaur2023
Shorea robusta,78.24149,30.16095,Kaur2023
Shorea robusta,78.24157,30.16088,Kaur2023
Shorea robusta,78.24287,30.15705,Kaur2023
Shorea robusta,78.24379,30.15344,Kaur2023
Shorea robusta,78.24477,30.14957,Kaur2023
Shorea robusta,78.24524,30.14662,Kaur2023
Shorea robusta,78.2459,30.14377,Kaur2023
Shorea robusta,78.24665,30.13959,Kaur2023
Shorea robusta,78.24977,30.13558,Kaur2023
Shorea robusta,78.25247,30.13287,Kaur2023
Shorea robusta,78.25534,30.13087,Kaur2023
Shorea robusta,78.26065,30.12822,Kaur2023
Shorea robusta,78.26902,30.12274,Kaur2023
Shorea robusta,78.35774,30.12664,Kaur2023
Shorea robusta,78.43512,30.09186,Kaur2023
Shorea robusta,78.45212,30.07031,Kaur2023
Shorea robusta,78.45407,30.06986,Kaur2023
Shorea robusta,78.46354,30.06851,Kaur2023
Shorea robusta,78.46435,30.06834,Kaur2023
Shorea robusta,78.46564,30.06822,Kaur2023
Shorea robusta,78.4663,30.06701,Kaur2023
Shorea robusta,78.46806,30.06724,Kaur2023
Shorea robusta,78.46959,30.06763,Kaur2023
Shorea robusta,78.47001,30.06766,Kaur2023
Shorea robusta,78.48099,30.06553,Kaur2023
Shorea robusta,79.3072,29.3414,Kaur2023
Shorea robusta,79.3103,29.3492,Kaur2023
Shorea robusta,78.6,29.8,Kaur2023
Shorea robusta,79.3984,29.3505,Kaur2023
Shorea robusta,79.5511,28.9415,Kaur2023
Shorea robusta,80.1667,29.2777,Kaur2023
Shorea robusta,78.091291,30.334763,Kaur2023
Shorea robusta,78.088252,30.326642,Kaur2023
Shorea robusta,77.816357,30.473484,Kaur2023
Shorea robusta,77.873709,30.476028,Kaur2023
Shorea robusta,78.280948,30.031524,Kaur2023
Shorea robusta,78.298303,30.075978,Kaur2023
Shorea robusta,78.630264,29.815777,Kaur2023
Shorea robusta,78.643657,29.81601,Kaur2023
Shorea robusta,78.647517,29.819132,Kaur2023
Shorea robusta,78.653218,29.820924,Kaur2023
Shorea robusta,77.9787,30.2416,Kaur2023
Shorea robusta,77.9944,30.2312,Kaur2023
Shorea robusta,78.0138,30.2424,Kaur2023
Shorea robusta,78.0204,30.2258,Kaur2023
Shorea robusta,78.0229,30.2014,Kaur2023
Shorea robusta,78.0301,30.2172,Kaur2023
Shorea robusta,78.0333,30.1805,Kaur2023
Shorea robusta,78.0496,30.1734,Kaur2023
Shorea robusta,78.0554,30.1966,Kaur2023
Shorea robusta,78.0294,30.1703,Kaur2023
Shorea robusta,78.0614,30.1468,Kaur2023
Shorea robusta,78.0402,30.1387,Kaur2023
Shorea robusta,78.0622,30.1271,Kaur2023
Shorea robusta,78.0779,30.1356,Kaur2023
Shorea robusta,78.0906,30.1186,Kaur2023
Shorea robusta,78.1068,30.1051,Kaur2023
Shorea robusta,78.1049,30.0974,Kaur2023
Shorea robusta,78.1092,30.0846,Kaur2023
Shorea robusta,78.1228,30.0664,Kaur2023
Shorea robusta,78.0986,30.0689,Kaur2023
Shorea robusta,78.0897,30.0529,Kaur2023
Shorea robusta,78.1485,30.0688,Kaur2023
Shorea robusta,78.1608,30.0637,Kaur2023
Shorea robusta,78.1364,30.0603,Kaur2023
Shorea robusta,78.1395,30.0412,Kaur2023
Shorea robusta,78.1316,30.0435,Kaur2023
Shorea robusta,78.1482,30.0313,Kaur2023
Shorea robusta,78.1185,30.0253,Kaur2023
Shorea robusta,78.0948,30.038,Kaur2023
Shorea robusta,78.1163,30.0518,Kaur2023
Shorea robusta,78.1309,30.0511,Kaur2023
Shorea robusta,77.94,30.1425,Kaur2023
Shorea robusta,77.9493,30.1077,Kaur2023
Shorea robusta,77.9809,30.1036,Kaur2023
Shorea robusta,77.9044,30.1369,Kaur2023
Shorea robusta,77.9328,30.1591,Kaur2023
Shorea robusta,77.9745,30.0601,Kaur2023
Shorea robusta,77.98,30.0849,Kaur2023
Shorea robusta,77.9634,30.2389,Kaur2023
Shorea robusta,78.18,29.9873,Kaur2023
Shorea robusta,78.175,29.9739,Kaur2023
Shorea robusta,78.3211,29.8839,Kaur2023
Shorea robusta,78.3143,30.0407,Kaur2023
Shorea robusta,78.327,30.094,Kaur2023
Shorea robusta,78.0759,30.314,Kaur2023
Shorea robusta,77.9742,30.2847,Kaur2023
Shorea robusta,77.9729,30.2836,Kaur2023
Shorea robusta,77.9996,30.3438,Kaur2023
Shorea robusta,78.0942,30.2514,Kaur2023
Shorea robusta,79.1376,29.4935,Kaur2023
Shorea robusta,79.2281,29.4564,Kaur2023
Shorea robusta,78.2781,30.0036,Kaur2023
Shorea robusta,77.975,30.2865,Kaur2023
Shorea robusta,78.1585,30.027,Kaur2023
Shorea robusta,78.9434,29.5197,Kaur2023
Shorea robusta,78.9522,29.2159,Kaur2023
Shorea robusta,79.53,29.3,Kaur2023
Shorea robusta,79.34796389,29.285375,Pandey2023
Shorea robusta,79.30148333,29.32324722,Pandey2023
Shorea robusta,79.54699722,29.28611944,Pandey2023
Shorea robusta,79.54558611,29.29842222,Pandey2023
Shorea robusta,78.33080556,30.06902778,Sharma2018
Shorea robusta,78.71938889,29.93358333,Sharma2018
Sorbaria tomentosa,77.4375,31.99861111,Sharma2013
Sorbaria tomentosa,77.26805556,32.06916667,Sharma2013
Sorbus wallichii,77.49476667,31.71303333,Singh2021
Spiraea bella,77.49321667,31.71743333,Singh2021
Spirea bella,77.5167,31.65976667,Singh2021
Syzygium cumini,79.34796389,29.285375,Pandey2023
Syzygium cumini,79.30148333,29.32324722,Pandey2023
Syzygium cumini,79.54699722,29.28611944,Pandey2023
Syzygium cumini,79.54558611,29.29842222,Pandey2023
Taxus wallichiana,77.44,32.02,Paul2019
Taxus wallichiana,76.17,32.93,Paul2019
Taxus wallichiana,77.31638889,31.79916667,Sharma2013
Taxus wallichiana,77.24888889,32.05444444,Sharma2013
Taxus wallichiana,80.35141667,30.08943056,Shekhar2022
Taxus wallichiana,79.24163889,30.45319444,Shekhar2022
Taxus wallichiana,79.56494444,30.52397222,Shekhar2022
Taxus wallichiana,79.728,30.14288889,Shekhar2022
Taxus wallichiana,79.30883333,30.4865,Shekhar2022
Taxus wallichiana,77.94200556,31.07233611,Shekhar2022
Taxus wallichiana,77.86611944,30.74791111,Shekhar2022
Taxus wallichiana,79.10280833,30.05176389,Shekhar2022
Taxus wallichiana,80.21253889,30.06418889,Shekhar2022
Taxus wallichiana,80.65511944,29.97948056,Shekhar2022
Taxus wallichiana,80.648575,30.029925,Shekhar2022
Taxus wallichiana,78.94639444,30.49469444,Shekhar2022
Taxus wallichiana,79.20197778,30.486475,Shekhar2022
Taxus wallichiana,78.93444444,30.63472222,Shekhar2022
Taxus wallichiana,78.141525,30.58561111,Shekhar2022
Taxus wallichiana,78.67266667,30.68152778,Shekhar2022
Taxus wallichiana,78.83944444,30.67439167,Shekhar2022
Taxus wallichiana,78.21083056,30.75648333,Shekhar2022
Taxus wallichiana,78.50488889,30.66483333,Shekhar2022
Taxus wallichiana,78.46011111,30.99516667,Shekhar2022
Taxus wallichiana,78.66033333,30.84122222,Shekhar2022
Taxus wallichiana,77.67778333,31.80808333,Singh2021
Taxus wallichiana,77.51153333,31.80753333,Singh2021
Taxus wallichiana,77.42268333,31.86341667,Singh2021
Taxus wallichiana,77.42248333,31.8583,Singh2021
Taxus wallichiana,77.42031667,31.83115,Singh2021
Taxus wallichiana,77.41963333,31.82696667,Singh2021
Taxus wallichiana,77.39826667,31.68635,Singh2021
Taxus wallichiana,77.51083333,31.66333333,Singh2021
Taxus wallichiana,77.51305,31.66051667,Singh2021
Taxus wallichiana,77.51578333,31.6654,Singh2021
Taxus wallichiana,77.5181,31.67293333,Singh2021
Taxus wallichiana,77.51706667,31.669,Singh2021
Taxus wallichiana,77.51141667,31.66065,Singh2021
Taxus wallichiana,77.5252,31.67358333,Singh2021
Taxus wallichiana,77.5235,31.67381833,Singh2021
Taxus wallichiana,78.55905556,30.8265,Tiwari2018
Taxus wallichiana,78.683,30.79452778,Sharma2018
Tectona grandis,79.34104361,29.29838667,Bargali2022
Tectona grandis,79.70686778,29.42063222,Bargali2022
Tectona grandis,79.60410972,29.37789444,Bargali2022
Tectona grandis,79.34104361,29.29838667,Bargali2022
Tectona grandis,79.54558611,29.29842222,Pandey2023
Terminalia chebula,79.54558611,29.29842222,Pandey2023
Terminalia elliptica,79.56893917,29.42036889,Bargali2022
Terminalia elliptica,79.46125139,29.34672389,Bargali2022
Terminalia elliptica,79.44346972,29.42892667,Bargali2022
Terminalia elliptica,78.15411111,29.95457778,Bargali2022
Toona ciliata,76.0627,32.59623333,Barman2023
Toona ciliata,79.30148333,29.32324722,Pandey2023
Toona ciliata,77.37,31.76972222,Sharma2013
Tsuga dimosa,80.65511944,29.97948056,Shekhar2022
Tsuga dimosa,80.648575,30.029925,Shekhar2022
Ulmus villosa,77.40138889,31.77777778,Sharma2013
Ulmus villosa,77.41527778,31.97027778,Sharma2013
Ulmus villosa,77.27805556,32.08472222,Sharma2013
Ulmus villosa,77.26944444,32.05944444,Sharma2013
Ulmus villosa,77.27222222,32.07,Sharma2013
Ulmus vilosa,76.99,32.03,Paul2019
Ulmus wallichiana,77.4,31.82,Paul2019
Ulmus wallichiana,77.38444444,31.76861111,Sharma2013
Viburnum mullaha,77.3363,31.87393333,Singh2021
Viburnum mullaha,77.49063333,31.6974,Singh2021
Wikstroemia canescens,77.33083333,31.78638889,Sharma2013
